week,Y,I_c,I_x,C,X,W,input_tokens,Lh,user_msgs,tool_calls,commits,reverts
2026-W28,18,9969,25592,206932.66666666666,254920,0.854908,2287300,0,0,192,18,0
2026-W29,5,601,898,203395.0133333333,245621.19999999998,1.02809,5622155,0,0,215,5,0
2026-W30,2,1489,2176,200816.11306666664,237972.35199999998,0.127372,994546,0,0,54,2,0
